% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=795636, Mon May  4 20:58:08 2020, <python>{}</python>
1 16 9.478175534978682 0 0 9.476493328836712 9.478718732842735 9.479017645380909 9.48088604721845 9.479329958852203 9.481491741031212 9.475965654590397 9.4758953428383 9.480668198139993 9.462962893846997 9.463773606347365 9.47524068168735 9.469765259150694 9.48488554670754 9.471146871207054 9.477952072581461 9.473751827829322 9.482125453049699 9.48376150362479 9.482052606216692 9.474249394523591 9.46830217807968 9.479887637875379 9.475303736181328 9.469594467065843 9.47304936391797 9.47343727574334 9.473745245251548 9.474044713181776 9.46790445573226 9.475032504032074 9.475489280454237 9.47520382118625 9.470153914997534 9.470829184216745 9.479125746824824 9.481419029483385 9.469773448436042 9.47274732018338 9.475720376461387 9.483027051998171 9.466315706516957 9.478115352112898 9.478239795444026 9.474154937932468 9.473578225138336 9.485068337138351 9.477342018895003 9.480385978508806 9.472810172619488 9.469529412548031 9.476155559803097 9.482820169731466 9.478649902882767 9.474962828161209 9.46456185645474 9.46234370482225 9.486528886151692 9.459162979287111 9.476368070778902 9.481241032426722 9.477553930867533 9.47792172896595 9.47450276525411
2 32 9.115705287618107 0 0 9.108936666016396 9.119599384377 9.115030608498984 9.124498371930919 9.118776119519376 9.11825920963053 9.110379767091072 9.111680396493849 9.111876597117636 9.097977426336191 9.117569026154877 9.115268698204906 9.107452063134884 9.110775250931773 9.109750738963783 9.12176581502567 9.109520450477364 9.134893288305333 9.120070071876524 9.114253970327677 9.097558052786482 9.101718865506868 9.101884507090412 9.120766648797629 9.118517252330488 9.10329566009763 9.108867634577674 9.1084670835435 9.110950445094797 9.10949285811609 9.118320846775486 9.112071452468534 9.10647244972071 9.101808254670505 9.10258418837808 9.119681176540684 9.117514656824085 9.092595821879181 9.107775725683723 9.114147367516004 9.114828539033677 9.100085256409082 9.111353889032904 9.114634015989774 9.09667289174142 9.10539031454084 9.127589075136195 9.112822359110835 9.11035699788602 9.115273099278907 9.108270055000219 9.10222911765311 9.123222996949233 9.115120137345532 9.115488296906992 9.097336784219422 9.108199251588275 9.120201447899674 9.08900378889531 9.113702681242652 9.117740280363781 9.10840763311811 9.112558444005174 9.096776448731056
3 48 8.83925944057712 0 0 8.830116780947462 8.841172089938354 8.835170731014063 8.850399098994476 8.84292651556938 8.838704909531714 8.838618423105734 8.856456635256528 8.833914669451161 8.819820246893984 8.830164495477275 8.833116260518764 8.817658378418795 8.836762192473623 8.826532486744503 8.843035600360597 8.836749303515665 8.857516534747893 8.829683251059238 8.828995738429118 8.826259416643406 8.831490350152885 8.82360346866613 8.845387445830895 8.848553827235525 8.819836584876587 8.828751058630111 8.82606083898144 8.826320763069624 8.832949318857082 8.833116774035734 8.8304885163339 8.826468920392841 8.821479834428745 8.824117266274685 8.849526274538892 8.826126427527944 8.81796164988801 8.831387658093501 8.836545086867067 8.832207549559836 8.81852181918853 8.835981450208532 8.84587669159982 8.8252138703902 8.827860819156127 8.848116462202423 8.836334893188326 8.840344785228206 8.835027939702812 8.833158871664295 8.825344763434183 8.84715019104417 8.847136914208084 8.831786230863727 8.835156543883686 8.827872449587856 8.835907104925411 8.821897554704488 8.832835505065407 8.854513147861734 8.825347877937487 8.831388050289354 8.818105038870037
4 64 8.627933706312756 0 0 8.624909103858126 8.62620527234681 8.617694329549833 8.63594981333843 8.641536859445111 8.62899652240966 8.626922349297121 8.646857539090956 8.621841902320726 8.602663977568733 8.616856618833912 8.612000444588167 8.604894548649082 8.61545170802741 8.603555481646353 8.628938780237316 8.625598753878798 8.645776399342836 8.622033111943102 8.62881910588862 8.611203445148982 8.64676616141395 8.60666818916665 8.631509766188227 8.62369834242311 8.605444568100271 8.616516262278067 8.602311792237007 8.638571268884256 8.62398222113994 8.621192151974736 8.618749908941458 8.612713470484156 8.607326571949372 8.608136157990938 8.628457785901341 8.620197967614459 8.606465546556233 8.60964986587009 8.618489017995566 8.631351868372523 8.600567452354102 8.612433637585035 8.635832979880657 8.610984425275426 8.59614908082459 8.635145610545484 8.630232804087667 8.633643460309395 8.619681078476928 8.625809760667861 8.62582614255003 8.63248080480555 8.633069806371731 8.627632748526544 8.6263262158684 8.615867932505031 8.616436406947031 8.609479752315906 8.61817632930707 8.638428533650325 8.61509562490504 8.60871463150786 8.606466391956564
5 80 8.486213167372897 0 0 8.48060624885033 8.46790331294546 8.481902500596862 8.49508544389553 8.497415355680557 8.482856699547463 8.494353190310497 8.506391390588867 8.481424813618636 8.460943880073879 8.472562232147464 8.466948646743418 8.46561062101195 8.479620856327173 8.448289281404332 8.48029325936869 8.480606539252898 8.497933706095827 8.4901205423 8.485843751056722 8.47235217913696 8.501412535690912 8.464477996762117 8.493552882771096 8.475653686827522 8.462318849029964 8.465651413497133 8.457885629097776 8.512241597358994 8.486167416883823 8.471983035882438 8.494089156350775 8.460383500890696 8.46821486658634 8.469761874329174 8.501188315576977 8.476558282535862 8.456054185641992 8.46383553368118 8.469006896015362 8.486587326690458 8.464486680162121 8.476112261233444 8.498168324940346 8.467079164082481 8.451815120398317 8.494556388190782 8.478339378098175 8.48453471939172 8.469523841151142 8.488308375593483 8.485792430069901 8.482596754794129 8.49077528164162 8.479263048185057 8.479820987149383 8.461800005244692 8.466596938575229 8.470727879622245 8.471104759506284 8.488213888839601 8.472104070473785 8.48201064773207 8.465261634177752
6 96 8.366609574047862 0 0 8.367734953676466 8.335667671868066 8.359912744556501 8.374266485910361 8.375526387648831 8.360830989859574 8.368851817085853 8.40179725215749 8.366809412392819 8.351561224729222 8.355586342384662 8.344319692216377 8.345841855890288 8.35765236675441 8.331259512289384 8.360333528160067 8.362239242607911 8.384414491368432 8.371187385154599 8.355552107197605 8.345921150019871 8.379007430661773 8.350702266836091 8.373808900245008 8.359217817765115 8.338807295360692 8.328586620974134 8.33257674407676 8.40457484823478 8.364634137846604 8.364484949645004 8.370100207047093 8.3456074316588 8.343884055566097 8.343352134678957 8.381914119751618 8.378512755809362 8.331276796939315 8.334477590688243 8.348756784664875 8.368626432342152 8.339852906955826 8.3492936632955 8.369687800305826 8.339617859311902 8.340102643631651 8.377553893601194 8.357134628532283 8.363501554483557 8.355211454026408 8.352919229882756 8.36354172680294 8.36039894412641 8.370946839064596 8.354639693980907 8.357117392964062 8.344633364112736 8.34673752427599 8.35505874863263 8.34574752363156 8.36058865613481 8.350178988136417 8.363562752895104 8.342529837121974
7 112 8.325537983171786 0 0 8.331896928636134 8.303830047314701 8.334692871459039 8.323810715398494 8.333731417265774 8.31751671896105 8.316824799497178 8.361830503949697 8.320591741021259 8.308407042435244 8.319768529266346 8.293317709012126 8.30769373399345 8.319172447744435 8.274226015655701 8.320786443388005 8.313565185989708 8.345395373404283 8.321716913545975 8.315731545265608 8.305145344819579 8.334995297235196 8.31554672649001 8.333496030777402 8.32464166322758 8.302675994129704 8.276371870347598 8.3006056360187 8.364852184822787 8.332908827581324 8.326036385958947 8.323666049423252 8.319623100240651 8.296460895800845 8.30685592583571 8.342653190400213 8.341774314381524 8.286825891367156 8.292600982029859 8.3089671719351 8.332492018850058 8.29224655846046 8.29162745786143 8.322725668916512 8.300949874221784 8.291284261723854 8.334844554226965 8.308856760004893 8.316897285871578 8.307872735552175 8.310287009723481 8.325143151999004 8.32015639236134 8.331057714615351 8.316502759743472 8.318568647505046 8.297307048963683 8.318145928923247 8.310176939963712 8.304840396987894 8.320501849760065 8.315564955697326 8.332052320321946 8.291610808746102
8 128 8.376822943156789 0 0 8.384249494329662 8.353025718032706 8.387387344168888 8.363236714717168 8.385409824205754 8.367448592203331 8.360377405108919 8.418187339566561 8.36591151774397 8.367476633624479 8.384150488012436 8.337509760651427 8.351390356234969 8.378130810963329 8.321374356801062 8.369680246427778 8.373412755016277 8.39090885329239 8.377705557815029 8.361843908681362 8.348652019554557 8.387586662559743 8.370051507369896 8.382724988619715 8.373064829367475 8.346515960334614 8.325172896107615 8.348369994416123 8.424012474855648 8.387843347791277 8.37639644716738 8.37538789036416 8.371838076958495 8.348196218793795 8.355068700261475 8.387962617742598 8.394224404203193 8.340663297792807 8.340153796560756 8.35546379082618 8.37913927642225 8.342586774510057 8.340591304154477 8.366700011098281 8.358418838053913 8.334600418187662 8.386456103049367 8.358853904803672 8.364034740618033 8.353516905536516 8.358822988320762 8.370566976309878 8.372317725021206 8.3838950061236 8.37332623766147 8.373171046444932 8.350086268921439 8.367046272497799 8.351090616297562 8.35509810856605 8.378079709336866 8.376214891479254 8.388962211906453 8.342459658479562
9 144 8.371447170947294 0 0 8.37433186764969 8.346790461110874 8.381036331219924 8.349170299330583 8.37545316808933 8.354397768333742 8.357081986504545 8.42850017488186 8.367110413936187 8.353862825819903 8.376506924426014 8.324067561209482 8.344081457285267 8.370532859432192 8.315194196112886 8.358103160119857 8.374699547953776 8.372741516467478 8.384173807112957 8.34787474264089 8.336884919760353 8.38246827828204 8.36279972497803 8.381140654066614 8.371330176945209 8.336429566096784 8.314302206099525 8.33326354870599 8.433567347977698 8.383648098404516 8.373178063947417 8.373365004349543 8.360325244679732 8.342834657687941 8.343745834542846 8.374490686964693 8.394384016627706 8.32037617222036 8.350557379135541 8.345388161659601 8.373562068047415 8.339908537506883 8.33310397544438 8.364505232668009 8.355703170630381 8.324289093645246 8.379598979743417 8.350423901359711 8.363820493935101 8.348421912012974 8.352929944354411 8.357687743018563 8.364847999268823 8.380846001249331 8.36685475506061 8.378990833870105 8.351170606098838 8.355245329146108 8.34808338626685 8.345322457712804 8.379883488213387 8.373963076305179 8.386387850389243 8.335510374716828
10 160 8.331737121211914 0 0 8.331718367301713 8.292898129389059 8.340592601048925 8.304097051661913 8.33485486315641 8.315647105878417 8.319572002892288 8.393609511565382 8.324889906529402 8.31536770206492 8.33937780238225 8.280182128848557 8.300552704822062 8.324225197552908 8.268675604852367 8.317983783422758 8.328227477980981 8.338853742274766 8.357542588192796 8.30075365040078 8.297039253318587 8.336370494635489 8.32600861869804 8.336563456457235 8.328409636935872 8.298397618482133 8.269252534008631 8.276376550434863 8.398753673584185 8.336935121491328 8.33772783609223 8.343224971836197 8.310867629202681 8.319119768208541 8.301019945651017 8.332824385478876 8.351651328297125 8.289299211322561 8.310997841535311 8.298879511379587 8.331196925861065 8.296815389424303 8.289793613923317 8.324407646036695 8.324118565130956 8.286230719721418 8.331040045534836 8.314187898430344 8.319531204687369 8.316740359705783 8.307387125668802 8.31954830453531 8.321991914102043 8.345945431735586 8.329634480265735 8.33602051234037 8.318565329952504 8.302031077191819 8.305043413957156 8.302564674020608 8.34174091106982 8.347299134322883 8.349120227100803 8.301871238789492
